<<<<<<< HEAD
large-236.in, room size 1, no solution
large-97.in, room size 34, solution found
large-97.in, room size 35, solution found
large-97.in, room size 36, solution found
large-97.in, room size 37, solution found
large-97.in, room size 38, solution found
large-97.in, room size 39, solution found
large-97.in, room size 40, solution found
large-97.in, room size 41, solution found
large-97.in, room size 42, solution found
large-97.in, room size 43, solution found
large-97.in, room size 44, solution found
large-97.in, room size 45, solution found
large-97.in, room size 46, solution found
large-97.in, room size 47, solution found
large-97.in, room size 48, solution found
large-97.in, room size 49, solution found
large-97.in, room size 50, solution found
large-97.in 2037.3450000000003
 
-4982.106559514999
large-91.in, room size 1, no solution
large-91.in, room size 2, solution found
large-91.in, room size 3, solution found
large-91.in, room size 4, solution found
large-91.in, room size 5, solution found
large-91.in, room size 6, solution found
large-91.in, room size 7, solution found
large-91.in, room size 8, solution found
large-91.in, room size 9, solution found
large-91.in, room size 10, solution found
large-91.in, room size 11, solution found
large-91.in, room size 12, solution found
large-91.in, room size 13, solution found
large-91.in, room size 14, solution found
large-91.in, room size 15, solution found
large-91.in, room size 16, solution found
large-91.in, room size 17, solution found
large-91.in, room size 18, solution found
large-91.in, room size 19, solution found
large-91.in, room size 20, solution found
large-91.in, room size 21, solution found
large-91.in, room size 22, solution found
large-91.in, room size 23, solution found
large-91.in, room size 24, solution found
large-91.in, room size 25, solution found
large-91.in, room size 26, solution found
large-91.in, room size 27, solution found
large-91.in, room size 28, solution found
large-91.in, room size 29, solution found
large-91.in, room size 30, solution found
large-91.in, room size 31, solution found
large-91.in, room size 32, solution found
large-91.in, room size 33, solution found
large-91.in, room size 34, solution found
large-91.in, room size 35, solution found
large-91.in, room size 36, solution found
large-91.in, room size 37, solution found
large-91.in, room size 38, solution found
large-91.in, room size 39, solution found
large-91.in, room size 40, solution found
large-91.in, room size 41, solution found
large-91.in, room size 42, solution found
large-91.in, room size 43, solution found
large-91.in, room size 44, solution found
large-91.in, room size 45, solution found
large-91.in, room size 46, solution found
large-91.in, room size 47, solution found
large-91.in, room size 48, solution found
large-91.in, room size 49, solution found
large-91.in, room size 50, solution found
large-91.in 6737.812
 
-6279.507294654846
large-55.in, room size 1, no solution
large-55.in, room size 2, no solution
large-55.in, room size 3, no solution
large-55.in, room size 4, no solution
large-55.in, room size 5, no solution
large-55.in, room size 6, solution found
large-55.in, room size 7, solution found
large-55.in, room size 8, solution found
large-55.in, room size 9, solution found
large-55.in, room size 10, solution found
large-55.in, room size 11, solution found
large-55.in, room size 12, solution found
large-55.in, room size 13, solution found
large-55.in, room size 14, solution found
large-55.in, room size 15, solution found
large-55.in, room size 16, solution found
large-55.in, room size 17, solution found
large-55.in, room size 18, solution found
large-55.in, room size 19, solution found
large-55.in, room size 20, solution found
large-55.in, room size 21, solution found
large-55.in, room size 22, solution found
large-55.in, room size 23, solution found
large-55.in, room size 24, solution found
large-55.in, room size 25, solution found
large-55.in, room size 26, solution found
large-55.in, room size 27, solution found
large-55.in, room size 28, solution found
large-55.in, room size 29, solution found
large-55.in, room size 30, solution found
large-55.in, room size 31, solution found
large-55.in, room size 32, solution found
large-55.in, room size 33, solution found
large-55.in, room size 34, solution found
large-55.in, room size 35, solution found
large-55.in, room size 36, solution found
large-55.in, room size 37, solution found
large-55.in, room size 38, solution found
large-55.in, room size 39, solution found
large-55.in, room size 40, solution found
large-55.in, room size 41, solution found
large-55.in, room size 42, solution found
large-55.in, room size 43, solution found
large-55.in, room size 44, solution found
large-55.in, room size 45, solution found
large-55.in, room size 46, solution found
large-55.in, room size 47, solution found
large-55.in, room size 48, solution found
large-55.in, room size 49, solution found
large-55.in, room size 50, solution found
large-55.in 2460.21
 
-6232.861432313919
large-49.in, room size 1, no solution
large-49.in, room size 2, no solution
large-49.in, room size 3, no solution
large-49.in, room size 4, no solution
large-49.in, room size 5, no solution
large-49.in, room size 6, no solution
large-49.in, room size 7, solution found
large-49.in, room size 8, solution found
large-49.in, room size 9, solution found
large-49.in, room size 10, solution found
large-49.in, room size 11, solution found
large-49.in, room size 12, solution found
large-49.in, room size 13, solution found
large-49.in, room size 14, solution found
large-49.in, room size 15, solution found
large-49.in, room size 16, solution found
large-49.in, room size 17, solution found
large-49.in, room size 18, solution found
large-49.in, room size 19, solution found
large-49.in, room size 20, solution found
large-49.in, room size 21, solution found
large-49.in, room size 22, solution found
large-49.in, room size 23, solution found
large-49.in, room size 24, solution found
large-49.in, room size 25, solution found
large-49.in, room size 26, solution found
large-49.in, room size 27, solution found
large-49.in, room size 28, solution found
large-49.in, room size 29, solution found
large-49.in, room size 30, solution found
large-49.in, room size 31, solution found
large-49.in, room size 32, solution found
large-49.in, room size 33, solution found
large-49.in, room size 34, solution found
large-49.in, room size 35, solution found
large-49.in, room size 36, solution found
large-49.in, room size 37, solution found
large-49.in, room size 38, solution found
large-49.in, room size 39, solution found
large-49.in, room size 40, solution found
large-49.in, room size 41, solution found
large-49.in, room size 42, solution found
large-49.in, room size 43, solution found
large-49.in, room size 44, solution found
large-49.in, room size 45, solution found
large-49.in, room size 46, solution found
large-49.in, room size 47, solution found
large-49.in, room size 48, solution found
large-49.in, room size 49, solution found
large-49.in, room size 50, solution found
large-49.in 153.321
 
-6197.223534822464
large-83.in, room size 1, no solution
large-83.in, room size 2, no solution
large-83.in, room size 3, no solution
large-83.in, room size 4, no solution
large-83.in, room size 5, no solution
large-83.in, room size 6, no solution
large-83.in, room size 7, no solution
large-83.in, room size 8, no solution
large-83.in, room size 9, no solution
large-83.in, room size 10, solution found
large-83.in, room size 11, solution found
large-83.in, room size 12, solution found
large-83.in, room size 13, solution found
large-83.in, room size 14, solution found
large-83.in, room size 15, solution found
large-83.in, room size 16, solution found
large-83.in, room size 17, solution found
large-83.in, room size 18, solution found
large-83.in, room size 19, solution found
large-83.in, room size 20, solution found
large-83.in, room size 21, solution found
large-83.in, room size 22, solution found
large-83.in, room size 23, solution found
large-83.in, room size 24, solution found
large-83.in, room size 25, solution found
large-83.in, room size 26, solution found
large-83.in, room size 27, solution found
large-83.in, room size 28, solution found
large-83.in, room size 29, solution found
large-83.in, room size 30, solution found
large-83.in, room size 31, solution found
large-83.in, room size 32, solution found
large-83.in, room size 33, solution found
large-83.in, room size 34, solution found
large-83.in, room size 35, solution found
large-83.in, room size 36, solution found
large-83.in, room size 37, solution found
large-83.in, room size 38, solution found
large-83.in, room size 39, solution found
large-83.in, room size 40, solution found
large-83.in, room size 41, solution found
large-83.in, room size 42, solution found
large-83.in, room size 43, solution found
large-83.in, room size 44, solution found
large-83.in, room size 45, solution found
large-83.in, room size 46, solution found
large-83.in, room size 47, solution found
large-83.in, room size 48, solution found
large-83.in, room size 49, solution found
large-83.in, room size 50, solution found
large-83.in 128.512
 
-6231.542520999908
large-61.in, room size 1, no solution
large-61.in, room size 2, no solution
large-61.in, room size 3, no solution
large-61.in, room size 4, no solution
large-61.in, room size 5, no solution
large-61.in, room size 6, no solution
large-61.in, room size 7, no solution
large-61.in, room size 8, no solution
large-61.in, room size 9, no solution
large-61.in, room size 10, no solution
large-61.in, room size 11, solution found
large-61.in, room size 12, solution found
large-61.in, room size 13, solution found
large-61.in, room size 14, solution found
large-61.in, room size 15, solution found
large-61.in, room size 16, solution found
large-61.in, room size 17, solution found
large-61.in, room size 18, solution found
large-61.in, room size 19, solution found
large-61.in, room size 20, solution found
large-61.in, room size 21, solution found
large-61.in, room size 22, solution found
large-61.in, room size 23, solution found
large-61.in, room size 24, solution found
large-61.in, room size 25, solution found
large-61.in, room size 26, solution found
large-61.in, room size 27, solution found
large-61.in, room size 28, solution found
large-61.in, room size 29, solution found
large-61.in, room size 30, solution found
large-61.in, room size 31, solution found
large-61.in, room size 32, solution found
large-61.in, room size 33, solution found
large-61.in, room size 34, solution found
large-61.in, room size 35, solution found
large-61.in, room size 36, solution found
large-61.in, room size 37, solution found
large-61.in, room size 38, solution found
large-61.in, room size 39, solution found
large-61.in, room size 40, solution found
large-61.in, room size 41, solution found
large-61.in, room size 42, solution found
large-61.in, room size 43, solution found
large-61.in, room size 44, solution found
large-61.in, room size 45, solution found
large-61.in, room size 46, solution found
large-61.in, room size 47, solution found
large-61.in, room size 48, solution found
large-61.in, room size 49, solution found
large-61.in, room size 50, solution found
large-61.in 807.4970000000001
 
-6124.261399030685
large-46.in, room size 1, no solution
large-46.in, room size 2, no solution
large-46.in, room size 3, no solution
large-46.in, room size 4, no solution
large-46.in, room size 5, no solution
large-46.in, room size 6, no solution
large-46.in, room size 7, no solution
large-46.in, room size 8, solution found
large-46.in, room size 9, solution found
large-46.in, room size 10, solution found
large-46.in, room size 11, solution found
large-46.in, room size 12, solution found
large-46.in, room size 13, solution found
large-46.in, room size 14, solution found
large-46.in, room size 15, solution found
large-46.in, room size 16, solution found
large-46.in, room size 17, solution found
large-46.in, room size 18, solution found
large-46.in, room size 19, solution found
large-46.in, room size 20, solution found
large-46.in, room size 21, solution found
large-46.in, room size 22, solution found
large-46.in, room size 23, solution found
large-46.in, room size 24, solution found
large-46.in, room size 25, solution found
large-46.in, room size 26, solution found
large-46.in, room size 27, solution found
large-46.in, room size 28, solution found
large-46.in, room size 29, solution found
large-46.in, room size 30, solution found
large-46.in, room size 31, solution found
large-46.in, room size 32, solution found
large-46.in, room size 33, solution found
large-46.in, room size 34, solution found
large-46.in, room size 35, solution found
large-46.in, room size 36, solution found
large-46.in, room size 37, solution found
large-46.in, room size 38, solution found
large-46.in, room size 39, solution found
large-46.in, room size 40, solution found
large-46.in, room size 41, solution found
large-46.in, room size 42, solution found
large-46.in, room size 43, solution found
large-46.in, room size 44, solution found
large-46.in, room size 45, solution found
large-46.in, room size 46, solution found
large-46.in, room size 47, solution found
large-46.in, room size 48, solution found
large-46.in, room size 49, solution found
large-46.in, room size 50, solution found
large-46.in 481.13300000000004
 
-6080.514312505722
large-63.in, room size 1, no solution
large-63.in, room size 2, no solution
large-63.in, room size 3, no solution
large-63.in, room size 4, no solution
large-63.in, room size 5, no solution
large-63.in, room size 6, no solution
large-63.in, room size 7, no solution
large-63.in, room size 8, no solution
large-63.in, room size 9, no solution
large-63.in, room size 10, no solution
large-63.in, room size 11, no solution
large-63.in, room size 12, no solution
large-63.in, room size 13, no solution
large-63.in, room size 14, no solution
large-63.in, room size 15, no solution
large-63.in, room size 16, no solution
large-63.in, room size 17, no solution
large-63.in, room size 18, no solution
large-63.in, room size 19, no solution
large-63.in, room size 20, no solution
large-63.in, room size 21, no solution
large-63.in, room size 22, no solution
large-63.in, room size 23, no solution
large-63.in, room size 24, no solution
large-63.in, room size 25, no solution
large-63.in, room size 26, no solution
large-63.in, room size 27, no solution
large-63.in, room size 28, no solution
large-63.in, room size 29, no solution
large-63.in, room size 30, solution found
large-63.in, room size 31, solution found
large-63.in, room size 32, solution found
large-63.in, room size 33, solution found
large-63.in, room size 34, solution found
large-63.in, room size 35, solution found
large-63.in, room size 36, solution found
large-63.in, room size 37, solution found
large-63.in, room size 38, solution found
large-63.in, room size 39, solution found
large-63.in, room size 40, solution found
large-63.in, room size 41, solution found
large-63.in, room size 42, solution found
large-63.in, room size 43, solution found
large-63.in, room size 44, solution found
large-63.in, room size 45, solution found
large-63.in, room size 46, solution found
large-63.in, room size 47, solution found
large-63.in, room size 48, solution found
large-63.in, room size 49, solution found
large-63.in, room size 50, solution found
large-63.in 1078.0
 
-2021.5804193019867
large-90.in, room size 1, no solution
large-90.in, room size 2, no solution
large-90.in, room size 3, no solution
large-90.in, room size 4, no solution
large-90.in, room size 5, no solution
large-90.in, room size 6, no solution
large-90.in, room size 7, no solution
large-90.in, room size 8, no solution
large-90.in, room size 9, no solution
large-90.in, room size 10, no solution
large-90.in, room size 11, no solution
large-90.in, room size 12, no solution
large-90.in, room size 13, no solution
large-90.in, room size 14, no solution
large-90.in, room size 15, no solution
large-90.in, room size 16, no solution
large-90.in, room size 17, no solution
large-90.in, room size 18, no solution
large-90.in, room size 19, no solution
large-90.in, room size 20, no solution
large-90.in, room size 21, no solution
large-90.in, room size 22, no solution
large-90.in, room size 23, no solution
large-90.in, room size 24, no solution
large-90.in, room size 25, no solution
large-90.in, room size 26, no solution
large-90.in, room size 27, no solution
large-90.in, room size 28, no solution
large-90.in, room size 29, no solution
large-90.in, room size 30, no solution
large-90.in, room size 31, no solution
large-90.in, room size 32, solution found
large-90.in, room size 33, solution found
large-90.in, room size 34, solution found
large-90.in, room size 35, solution found
large-90.in, room size 36, solution found
large-90.in, room size 37, solution found
large-90.in, room size 38, solution found
large-90.in, room size 39, solution found
large-90.in, room size 40, solution found
large-90.in, room size 41, solution found
large-90.in, room size 42, solution found
large-90.in, room size 43, solution found
large-90.in, room size 44, solution found
large-90.in, room size 45, solution found
large-90.in, room size 46, solution found
large-90.in, room size 47, solution found
large-90.in, room size 48, solution found
large-90.in, room size 49, solution found
large-90.in, room size 50, solution found
large-90.in 1161.892
 
-1891.7841656208038
large-87.in, room size 1, no solution
large-87.in, room size 2, no solution
large-87.in, room size 3, no solution
large-87.in, room size 4, no solution
large-87.in, room size 5, no solution
large-87.in, room size 6, no solution
large-87.in, room size 7, no solution
large-87.in, room size 8, no solution
large-87.in, room size 9, no solution
large-87.in, room size 10, no solution
large-87.in, room size 11, no solution
large-87.in, room size 12, no solution
large-87.in, room size 13, no solution
large-87.in, room size 14, no solution
large-87.in, room size 15, no solution
large-87.in, room size 16, no solution
large-87.in, room size 17, no solution
large-87.in, room size 18, solution found
large-87.in, room size 19, solution found
large-87.in, room size 20, solution found
large-87.in, room size 21, solution found
large-87.in, room size 22, solution found
large-87.in, room size 23, solution found
large-87.in, room size 24, solution found
large-87.in, room size 25, solution found
large-87.in, room size 26, solution found
large-87.in, room size 27, solution found
large-87.in, room size 28, solution found
large-87.in, room size 29, solution found
large-87.in, room size 30, solution found
large-87.in, room size 31, solution found
large-87.in, room size 32, solution found
large-87.in, room size 33, solution found
large-87.in, room size 34, solution found
large-87.in, room size 35, solution found
large-87.in, room size 36, solution found
large-87.in, room size 37, solution found
large-87.in, room size 38, solution found
large-87.in, room size 39, solution found
large-87.in, room size 40, solution found
large-87.in, room size 41, solution found
large-87.in, room size 42, solution found
large-87.in, room size 43, solution found
large-87.in, room size 44, solution found
large-87.in, room size 45, solution found
large-87.in, room size 46, solution found
large-87.in, room size 47, solution found
large-87.in, room size 48, solution found
large-87.in, room size 49, solution found
large-87.in, room size 50, solution found
large-87.in 2399.3770000000004
 
-6011.7154712677
large-86.in, room size 1, no solution
large-86.in, room size 2, no solution
large-86.in, room size 3, no solution
large-86.in, room size 4, no solution
large-86.in, room size 5, no solution
large-86.in, room size 6, no solution
large-86.in, room size 7, no solution
large-86.in, room size 8, no solution
large-86.in, room size 9, no solution
large-86.in, room size 10, no solution
large-86.in, room size 11, no solution
large-86.in, room size 12, no solution
large-86.in, room size 13, no solution
large-86.in, room size 14, solution found
large-86.in, room size 15, solution found
large-86.in, room size 16, solution found
large-86.in, room size 17, solution found
large-86.in, room size 18, solution found
large-86.in, room size 19, solution found
large-86.in, room size 20, solution found
large-86.in, room size 21, solution found
large-86.in, room size 22, solution found
large-86.in, room size 23, solution found
large-86.in, room size 24, solution found
large-86.in, room size 25, solution found
large-86.in, room size 26, solution found
large-86.in, room size 27, solution found
large-86.in, room size 28, solution found
large-86.in, room size 29, solution found
large-86.in, room size 30, solution found
large-86.in, room size 31, solution found
large-86.in, room size 32, solution found
large-86.in, room size 33, solution found
large-86.in, room size 34, solution found
large-86.in, room size 35, solution found
large-86.in, room size 36, solution found
large-86.in, room size 37, solution found
large-86.in, room size 38, solution found
large-86.in, room size 39, solution found
large-86.in, room size 40, solution found
large-86.in, room size 41, solution found
large-86.in, room size 42, solution found
large-86.in, room size 43, solution found
large-86.in, room size 44, solution found
large-86.in, room size 45, solution found
large-86.in, room size 46, solution found
large-86.in, room size 47, solution found
large-86.in, room size 48, solution found
large-86.in, room size 49, solution found
large-86.in, room size 50, solution found
large-86.in 3849.2250000000004
 
-6103.333797931671
large-47.in, room size 1, no solution
large-47.in, room size 2, no solution
large-47.in, room size 3, no solution
large-47.in, room size 4, no solution
large-47.in, room size 5, no solution
large-47.in, room size 6, no solution
large-47.in, room size 7, no solution
large-47.in, room size 8, no solution
large-47.in, room size 9, no solution
large-47.in, room size 10, no solution
large-47.in, room size 11, solution found
large-47.in, room size 12, solution found
large-47.in, room size 13, solution found
large-47.in, room size 14, solution found
large-47.in, room size 15, solution found
large-47.in, room size 16, solution found
large-47.in, room size 17, solution found
large-47.in, room size 18, solution found
large-47.in, room size 19, solution found
large-47.in, room size 20, solution found
large-47.in, room size 21, solution found
large-47.in, room size 22, solution found
large-47.in, room size 23, solution found
large-47.in, room size 24, solution found
large-47.in, room size 25, solution found
large-47.in, room size 26, solution found
large-47.in, room size 27, solution found
large-47.in, room size 28, solution found
large-47.in, room size 29, solution found
large-47.in, room size 30, solution found
large-47.in, room size 31, solution found
large-47.in, room size 32, solution found
large-47.in, room size 33, solution found
large-47.in, room size 34, solution found
large-47.in, room size 35, solution found
large-47.in, room size 36, solution found
large-47.in, room size 37, solution found
large-47.in, room size 38, solution found
large-47.in, room size 39, solution found
large-47.in, room size 40, solution found
large-47.in, room size 41, solution found
large-47.in, room size 42, solution found
large-47.in, room size 43, solution found
large-47.in, room size 44, solution found
large-47.in, room size 45, solution found
large-47.in, room size 46, solution found
large-47.in, room size 47, solution found
large-47.in, room size 48, solution found
large-47.in, room size 49, solution found
large-47.in, room size 50, solution found
large-47.in 6646.252
 
-5191.525772809982
large-51.in, room size 1, no solution
large-51.in, room size 2, no solution
large-51.in, room size 3, no solution
large-51.in, room size 4, no solution
large-51.in, room size 5, no solution
large-51.in, room size 6, no solution
large-51.in, room size 7, no solution
large-51.in, room size 8, no solution
large-51.in, room size 9, no solution
large-51.in, room size 10, no solution
large-51.in, room size 11, no solution
large-51.in, room size 12, no solution
large-51.in, room size 13, no solution
large-51.in, room size 14, no solution
large-51.in, room size 15, no solution
large-51.in, room size 16, no solution
large-51.in, room size 17, no solution
large-51.in, room size 18, no solution
large-51.in, room size 19, no solution
large-51.in, room size 20, no solution
large-51.in, room size 21, no solution
large-51.in, room size 22, no solution
large-51.in, room size 23, no solution
large-51.in, room size 24, no solution
large-51.in, room size 25, no solution
large-51.in, room size 26, no solution
large-51.in, room size 27, no solution
large-51.in, room size 28, no solution
large-51.in, room size 29, solution found
large-51.in, room size 30, solution found
large-51.in, room size 31, solution found
large-51.in, room size 32, solution found
large-51.in, room size 33, solution found
large-51.in, room size 34, solution found
large-51.in, room size 35, solution found
large-51.in, room size 36, solution found
large-51.in, room size 37, solution found
large-51.in, room size 38, solution found
large-51.in, room size 39, solution found
large-51.in, room size 40, solution found
large-51.in, room size 41, solution found
large-51.in, room size 42, solution found
large-51.in, room size 43, solution found
large-51.in, room size 44, solution found
large-51.in, room size 45, solution found
large-51.in, room size 46, solution found
large-51.in, room size 47, solution found
large-51.in, room size 48, solution found
large-51.in, room size 49, solution found
large-51.in, room size 50, solution found
large-51.in 1899.1600000000003
 
-1528.3730821609497
large-98.in, room size 1, no solution
large-98.in, room size 2, no solution
large-98.in, room size 3, no solution
large-98.in, room size 4, no solution
large-98.in, room size 5, solution found
large-98.in, room size 6, solution found
large-98.in, room size 7, solution found
large-98.in, room size 8, solution found
large-98.in, room size 9, solution found
large-98.in, room size 10, solution found
large-98.in, room size 11, solution found
large-98.in, room size 12, solution found
large-98.in, room size 13, solution found
large-98.in, room size 14, solution found
large-98.in, room size 15, solution found
large-98.in, room size 16, solution found
large-98.in, room size 17, solution found
large-98.in, room size 18, solution found
large-98.in, room size 19, solution found
large-98.in, room size 20, solution found
large-98.in, room size 21, solution found
large-98.in, room size 22, solution found
large-98.in, room size 23, solution found
large-98.in, room size 24, solution found
large-98.in, room size 25, solution found
large-98.in, room size 26, solution found
large-98.in, room size 27, solution found
large-98.in, room size 28, solution found
large-98.in, room size 29, solution found
large-98.in, room size 30, solution found
large-98.in, room size 31, solution found
large-98.in, room size 32, solution found
large-98.in, room size 33, solution found
large-98.in, room size 34, solution found
large-98.in, room size 35, solution found
large-98.in, room size 36, solution found
large-98.in, room size 37, solution found
large-98.in, room size 38, solution found
large-98.in, room size 39, solution found
large-98.in, room size 40, solution found
large-98.in, room size 41, solution found
large-98.in, room size 42, solution found
large-98.in, room size 43, solution found
large-98.in, room size 44, solution found
large-98.in, room size 45, solution found
large-98.in, room size 46, solution found
large-98.in, room size 47, solution found
large-98.in, room size 48, solution found
large-98.in, room size 49, solution found
large-98.in, room size 50, solution found
large-98.in 5524.525000000001
 
-6214.209146738052
large-95.in, room size 1, no solution
large-95.in, room size 2, no solution
large-95.in, room size 3, solution found
large-95.in, room size 4, solution found
large-95.in, room size 5, solution found
large-95.in, room size 6, solution found
large-95.in, room size 7, solution found
large-95.in, room size 8, solution found
large-95.in, room size 9, solution found
large-95.in, room size 10, solution found
large-95.in, room size 11, solution found
large-95.in, room size 12, solution found
large-95.in, room size 13, solution found
large-95.in, room size 14, solution found
large-95.in, room size 15, solution found
large-95.in, room size 16, solution found
large-95.in, room size 17, solution found
large-95.in, room size 18, solution found
large-95.in, room size 19, solution found
large-95.in, room size 20, solution found
large-95.in, room size 21, solution found
large-95.in, room size 22, solution found
large-95.in, room size 23, solution found
large-95.in, room size 24, solution found
large-95.in, room size 25, solution found
large-95.in, room size 26, solution found
large-95.in, room size 27, solution found
large-95.in, room size 28, solution found
large-95.in, room size 29, solution found
large-95.in, room size 30, solution found
large-95.in, room size 31, solution found
large-95.in, room size 32, solution found
large-95.in, room size 33, solution found
large-95.in, room size 34, solution found
large-95.in, room size 35, solution found
large-95.in, room size 36, solution found
large-95.in, room size 37, solution found
large-95.in, room size 38, solution found
large-95.in, room size 39, solution found
large-95.in, room size 40, solution found
large-95.in, room size 41, solution found
large-95.in, room size 42, solution found
large-95.in, room size 43, solution found
large-95.in, room size 44, solution found
large-95.in, room size 45, solution found
large-95.in, room size 46, solution found
large-95.in, room size 47, solution found
large-95.in, room size 48, solution found
large-95.in, room size 49, solution found
large-95.in, room size 50, solution found
large-95.in 5644.13
 
-6311.501219511032
large-77.in, room size 1, no solution
large-77.in, room size 2, no solution
large-77.in, room size 3, no solution
large-77.in, room size 4, no solution
large-77.in, room size 5, no solution
large-77.in, room size 6, no solution
large-77.in, room size 7, no solution
large-77.in, room size 8, no solution
large-77.in, room size 9, no solution
large-77.in, room size 10, no solution
large-77.in, room size 11, no solution
large-77.in, room size 12, solution found
large-77.in, room size 13, solution found
large-77.in, room size 14, no solution
large-77.in, room size 15, no solution
large-77.in, room size 16, no solution
large-77.in, room size 17, no solution
large-77.in, room size 18, no solution
large-77.in, room size 19, no solution
large-77.in, room size 20, no solution
large-77.in, room size 21, no solution
large-77.in, room size 22, no solution
large-77.in, room size 23, solution found
large-77.in, room size 24, solution found
large-77.in, room size 25, solution found
large-77.in, room size 26, solution found
large-77.in, room size 27, solution found
large-77.in, room size 28, solution found
large-77.in, room size 29, solution found
large-77.in, room size 30, solution found
large-77.in, room size 31, solution found
large-77.in, room size 32, solution found
large-77.in, room size 33, solution found
large-77.in, room size 34, solution found
large-77.in, room size 35, solution found
large-77.in, room size 36, solution found
large-77.in, room size 37, solution found
large-77.in, room size 38, solution found
large-77.in, room size 39, solution found
large-77.in, room size 40, solution found
large-77.in, room size 41, solution found
large-77.in, room size 42, solution found
large-77.in, room size 43, solution found
large-77.in, room size 44, solution found
large-77.in, room size 45, solution found
large-77.in, room size 46, solution found
large-77.in, room size 47, solution found
large-77.in, room size 48, solution found
large-77.in, room size 49, solution found
large-77.in, room size 50, solution found
large-77.in 6982.290000000001
 
-2528.930508852005
large-54.in, room size 1, no solution
large-54.in, room size 2, no solution
large-54.in, room size 3, no solution
large-54.in, room size 4, no solution
large-54.in, room size 5, no solution
large-54.in, room size 6, no solution
large-54.in, room size 7, no solution
large-54.in, room size 8, no solution
large-54.in, room size 9, no solution
large-54.in, room size 10, no solution
large-54.in, room size 11, no solution
large-54.in, room size 12, no solution
large-54.in, room size 13, no solution
large-54.in, room size 14, no solution
large-54.in, room size 15, no solution
large-54.in, room size 16, solution found
large-54.in, room size 17, no solution
large-54.in, room size 18, no solution
large-54.in, room size 19, no solution
large-54.in, room size 20, no solution
large-54.in, room size 21, no solution
large-54.in, room size 22, no solution
large-54.in, room size 23, no solution
large-54.in, room size 24, no solution
large-54.in, room size 25, no solution
large-54.in, room size 26, no solution
large-54.in, room size 27, no solution
large-54.in, room size 28, no solution
large-54.in, room size 29, no solution
large-54.in, room size 30, no solution
large-54.in, room size 31, solution found
large-54.in, room size 32, solution found
large-54.in, room size 33, solution found
large-54.in, room size 34, solution found
large-54.in, room size 35, solution found
large-54.in, room size 36, solution found
large-54.in, room size 37, solution found
large-54.in, room size 38, solution found
large-54.in, room size 39, solution found
large-54.in, room size 40, solution found
large-54.in, room size 41, solution found
large-54.in, room size 42, solution found
large-54.in, room size 43, solution found
large-54.in, room size 44, solution found
large-54.in, room size 45, solution found
large-54.in, room size 46, solution found
large-54.in, room size 47, solution found
large-54.in, room size 48, solution found
large-54.in, room size 49, solution found
large-54.in, room size 50, solution found
large-54.in 888.798
 
-2225.1500079631805
large-56.in, room size 1, no solution
large-56.in, room size 2, no solution
large-56.in, room size 3, no solution
large-56.in, room size 4, no solution
large-56.in, room size 5, solution found
large-56.in, room size 6, solution found
large-56.in, room size 7, solution found
large-56.in, room size 8, solution found
large-56.in, room size 9, solution found
large-56.in, room size 10, solution found
large-56.in, room size 11, solution found
large-56.in, room size 12, solution found
large-56.in, room size 13, solution found
large-56.in, room size 14, solution found
large-56.in, room size 15, solution found
large-56.in, room size 16, solution found
large-56.in, room size 17, solution found
large-56.in, room size 18, solution found
large-56.in, room size 19, solution found
large-56.in, room size 20, solution found
large-56.in, room size 21, solution found
large-56.in, room size 22, solution found
large-56.in, room size 23, solution found
large-56.in, room size 24, solution found
large-56.in, room size 25, solution found
large-56.in, room size 26, solution found
large-56.in, room size 27, solution found
large-56.in, room size 28, solution found
large-56.in, room size 29, solution found
large-56.in, room size 30, solution found
large-56.in, room size 31, solution found
large-56.in, room size 32, solution found
large-56.in, room size 33, solution found
large-56.in, room size 34, solution found
large-56.in, room size 35, solution found
large-56.in, room size 36, solution found
large-56.in, room size 37, solution found
large-56.in, room size 38, solution found
large-56.in, room size 39, solution found
large-56.in, room size 40, solution found
large-56.in, room size 41, solution found
large-56.in, room size 42, solution found
large-56.in, room size 43, solution found
large-56.in, room size 44, solution found
large-56.in, room size 45, solution found
large-56.in, room size 46, solution found
large-56.in, room size 47, solution found
large-56.in, room size 48, solution found
large-56.in, room size 49, solution found
large-56.in, room size 50, solution found
large-56.in 1424.9760000000003
 
-5363.078521728516
large-82.in, room size 1, no solution
large-82.in, room size 2, no solution
large-82.in, room size 3, no solution
large-82.in, room size 4, no solution
large-82.in, room size 5, no solution
large-82.in, room size 6, no solution
large-82.in, room size 7, no solution
large-82.in, room size 8, no solution
large-82.in, room size 9, no solution
large-82.in, room size 10, no solution
large-82.in, room size 11, no solution
large-82.in, room size 12, no solution
large-82.in, room size 13, no solution
large-82.in, room size 14, no solution
large-82.in, room size 15, no solution
large-82.in, room size 16, no solution
large-82.in, room size 17, solution found
large-82.in, room size 18, solution found
large-82.in, room size 19, solution found
large-82.in, room size 20, solution found
large-82.in, room size 21, solution found
large-82.in, room size 22, solution found
large-82.in, room size 23, solution found
large-82.in, room size 24, solution found
large-82.in, room size 25, solution found
large-82.in, room size 26, solution found
large-82.in, room size 27, solution found
large-82.in, room size 28, solution found
large-82.in, room size 29, solution found
large-82.in, room size 30, solution found
large-82.in, room size 31, solution found
large-82.in, room size 32, solution found
large-82.in, room size 33, solution found
large-82.in, room size 34, solution found
large-82.in, room size 35, solution found
